,YieP,GlpR,YgbI,efeU-repair,ydcI-KO,BW25113,proVWX,DhaR/Mlc,ArgR,YneJ,NarL,e14-deletion,MalT,OxyR,Crp-2,AtoC,PurR-1,yheO-KO,CsqR,MetJ,entC-menF-KO,uncharacterized-6,PurR-2,Cbl+CysB,GlcC,Crp-1,YiaJ,GcvA,XylR,fur-KO,RpoH,GadEWX,translation,PrpR,GadWX,fimbriae,CecR,uncharacterized-4,ArcA-1,nitrate-related,Fnr,CdaR,Pyruvate,SrlR+GutM,NagC/TyrR,CpxR,thrA-KO,Lrp,deletion-1,Leu/Ile,deletion-2,Fur-1,uncharacterized-5,Thiamine,CysB,FliA,PuuR,NikR,NtrC+RpoN,RcsAB,His-tRNA,Fur-2,Copper,AllR/AraC/FucR,Cra,ArcA-2,EvgA,uncharacterized-2,Zinc,SoxS,Nac,Tryptophan,curli,gadWX-KO,flu-yeeRS,uncharacterized-1,FadR/IclR,lipopolysaccharide,FlhDC,crp-KO,GntR/TyrR,purR-KO,RpoS,membrane,duplication-1,uncharacterized-3,ExuR/FucR,FecI,iron-related,RbsR,sgrT,insertion
b0533,0.0106358582,0.0025177637,0.0059585871,-0.0007574681,-0.000418662,-0.005773258,-0.0101248534,0.0214162145,-0.0077040618,0.0092994036,-0.0143327549,0.0151742523,0.0014264712,0.0013013916,-0.0124252153,0.0279009546,-0.0012862956,-0.0254587739,0.0033294525,0.0070774511,-0.0023032246,0.0109553017,0.0092767266,0.0012848178,0.0060554618,-0.0013556284,0.0149248261,0.0181982829,-0.006247846,0.0058742188,-0.0032471792,0.0021616755,-0.0113872041,0.0064634748,-0.0156355083,-0.0012499257,0.0121394564,-0.0078317245,0.0113444647,-0.0066245424,-0.0077094499,-0.0001820115,-0.0055357026,-0.0023826117,-0.0052454392,-0.0211611644,-0.0367013953,-0.0067698271,0.0021062516,-0.0070851601,-0.0058362801,-0.0062650442,-0.0023821125,0.0063632636,0.0095597802,0.0029962359,0.0058617947,0.005450695,0.0037747874,-0.0006950258,0.0028148266,-0.0032166294,-0.0027555037,-0.0225403629,0.0043407654,0.0193306129,0.0049948717,0.0018110825,-0.0099102061,0.0005231787,-0.0107506949,-0.0233795386,-0.0122393012,0.0268561375,0.0137403116,-0.0086012919,-0.0251687028,0.0156863394,0.0006876298,0.0032173038,-0.0022291111,-0.0013836761,0.0039519899,0.0001768786,3.25976e-05,-0.006895738,0.0192734678,-0.0104050971,-0.0209787746,-0.008252195,-0.0103940362,-0.0013487552
b0537,-0.0061041946,-0.0039765439,0.0069140664,-0.0005151277,0.0033128736,0.0008074119,-0.0275539819,-0.0036496917,-0.0028482851,0.0056613975,0.0023751196,0.0036465381,-0.0061575567,0.0019461737,-0.0024918861,0.001145477,-0.0014374992,0.0031179627,0.0002951825,-0.0002387518,-1.2066e-05,0.0074932737,-0.0012582864,-0.0039956356,-0.00418941,0.0055547941,0.0016416726,-0.0012445567,0.0008391997,-0.0026192545,-0.0071282934,-0.0032591615,-0.0165566202,-0.0017381745,-0.0071310958,-0.0045874926,-0.0057616238,-0.0104791286,-0.0036098307,-0.000206335,0.0040952202,-0.0032464576,-0.005783049,-0.0059374682,0.0013286667,0.0030571724,-0.0064327267,0.0003917468,-0.0038518377,0.0039456944,0.0032859,-0.0027014375,-0.0116097433,-0.0038612342,-0.0004462833,0.0029597405,0.0090773854,-0.0007144043,-0.0016377929,0.0039751006,-0.0040372672,0.0107641988,-0.0023439323,-0.0044419902,0.0001379457,-0.0217841012,-0.0027494811,-0.0036032389,-0.0032800946,-0.0048902268,-0.0054589446,0.002381089,0.0193333288,0.002763998,0.0041287639,3.3198300000000004e-05,0.0003178802,0.0145284599,-0.0072301291,-0.0029101968,-0.0018158179,0.0024721426,-0.0104401603,0.0058684282,0.0001246159,0.017322038,0.002844871,0.0008666985,0.000524161,-0.0059744516,-0.0043625334,0.0065588084
b0543,0.0194564009,-0.0168055946,-0.0181270125,-0.004533451,-0.0495022129,-0.0036302656,-0.0293918896,0.0402497334,1.85836e-05,-0.0032300715,0.0056645341,0.0238765947,-0.0009184616,0.0241212792,0.0086135278,0.0113305977,-0.0083229289,-0.0148842731,-0.0220675674,-0.0068380788,6.25066e-05,0.029988654,0.0174490182,0.0229652163,0.0155884376,-0.0145273166,-0.0038658057,-0.0118165566,-0.0046995632,-0.032148861,0.0056547306,-0.0028770306,0.0124706904,-0.0019810735,0.0206980815,0.003423327,-0.002919737,-0.0112505371,-0.0247763966,-0.0113356005,-0.0108444594,0.0073635513,0.0086396781,0.0111071543,0.0264294256,-0.0138424531,-0.0070839451,-0.0091033316,0.0176795174,-0.0138176484,0.0118598223,0.0002054028,0.0045859772,-0.0075179544,-0.0051591682,0.0062151443,-0.0190183809,0.0086843576,0.0058449421,0.0054880175,-0.0108918864,0.0105283902,0.0052979815,-0.0014642172,-0.0151913114,-0.0120730449,-0.0097524041,-0.0149886058,-0.0045684004,-0.0091806738,0.020188338,-0.0039304014,0.0221791991,-0.0356002509,0.0069497774,0.0370251969,-0.0327076841,-0.0052506289,-0.0073615452,-0.0230581868,0.0074466984,0.0031859891,-0.0147708319,-0.0106183606,0.0200436496,0.0172599953,-0.0443406995,-0.0110626838,-0.0024056611,-0.01824958,-0.0206793938,0.0015049159
b0544,0.0148250964,-0.0040109328,-0.0028403981,-0.0174522212,-0.0111837944,0.0091033698,-0.0081277249,0.0005955734,0.0072803515,-0.0157844181,0.0052225688,-0.0037865105,-0.0077108551,-0.0090762468,-0.0035008126,0.01629249,-0.0027549281,0.0171593237,0.0131866283,-0.0023669851,-0.0220320583,-0.0232514273,-0.0303988671,0.0113207785,-0.0006434732,-0.00052972,0.0162007574,0.0219958794,-0.0075165882,-0.0153681791,-0.006997614,-0.0006540744,-0.000873353,-0.0053614343,-0.0027856456,-0.0184383027,-0.0350355922,-0.0041966043,0.0129313735,-0.0124660833,0.0043277877,-0.0022123287,-0.0177022944,-0.0226175069,-0.0243119014,0.0188778007,-0.0037798561,-0.0121769449,-0.0015747265,-0.0022876356,0.0117876669,0.0067088496,0.0048297581,-0.0039110633,0.0017089806,0.002322913,0.0131225939,-0.013329776,-0.0137084597,0.001424366,-0.0166610584,-0.0142801924,-0.0113779068,0.0054530325,0.0006119823,-0.0107086134,0.0135514879,-0.0249272018,-0.0049463582,0.0008412443,0.0143945895,0.0043776924,0.0168937337,0.0091338354,0.0002141461,0.0059048872,0.0008827726,0.0268879476,-0.0074059607,-0.0051830395,-0.0110509775,0.0292967165,-0.0121772395,0.0026819212,0.0086825369,0.0093753186,0.0003201062,-0.0357158953,-0.0091830331,-0.001252752,0.0086338769,0.0004563361
b0545,-0.0073889917,-0.0033235347,0.0017429618,0.0331559649,-0.009631972,0.0087534912,0.0020492529,-0.0043497544,0.0094145957,0.0128976055,-0.0073831825,0.0004681439,0.008172142,0.0060282796,-0.0218671428,0.0138850927,-0.0064855936,-0.0023539981,0.009172675,0.0035774776,-0.0288935391,0.0369097477,-0.0181315562,-0.0056731991,0.0013900684,-0.0033028506,-0.0042986054,-0.0008351736,-0.0024848794,0.0019944964,-0.050258676,0.0190272655,0.002655528,0.0179034933,-0.0054479045,-0.0061495945,-0.0101156896,-0.0206619998,-0.0022851865,0.0085222033,0.0056433797,0.0073972936,-0.0133836216,-5.69617e-05,-0.0055208917,0.0210070026,0.0184036813,0.0063501848,-0.0242171719,0.0090928534,-0.0160265774,-0.0146433107,-0.0006380445,0.0022864191,-0.0181769253,-0.0030190675,0.0040069991,-0.0012113258,-0.018371927,0.0044443386,0.0136190349,0.0185248551,-0.0031513879,-0.0168514688,0.0131179712,-0.0137286501,-0.0053725758,-0.027477443,-0.0038168031,-0.0013646402,-0.0060018965,0.0006321889,0.0022694154,-0.0185375587,-0.0027731419,0.0180075971,-0.0095861365,0.0002890049,-0.0027605584,0.001857202,-0.0077610075,-0.0049124642,-0.0047846054,0.0021070365,-0.0100831754,-0.0202499278,0.00728361,-0.0064917691,-0.0085742358,-0.0153569799,0.0203954648,-0.0674626421
b0546,0.0057142496,0.0064542216,0.0041674167,-0.0006316391,0.0072045183,0.0097775687,-0.0135116827,-0.0219032234,0.0003668528,-0.0068741908,-0.000987266,-5.67911e-05,-0.0061731812,0.0003632911,-0.0142765038,0.0009747162,0.0060063107,-0.0001277283,-0.0026000453,-0.0020126025,-0.0064322907,0.063377534,-0.0010237065,0.0097428596,-0.0106832912,0.0039466514,-0.0117907103,0.0064854315,0.0086590012,0.0226841222,-0.0131812832,0.0021814197,-0.0266463227,0.0120751386,-0.0028810227,-0.007589752,-0.0093752721,-0.0046126565,0.0043766217,0.0041986898,-0.0065011456,-0.0020793884,-0.0039664882,0.0082283196,-0.0014857001,0.0051092775,0.014285956,0.0063826863,-0.0059718962,0.0209606908,-0.0010893607,-0.0105324901,-0.0021425698,0.0050986718,-0.0005519189,-0.0094771821,0.0042810487,0.0002380381,-0.0024007725,0.00341021,-0.0108981993,-0.0074283289,0.0026940843,-0.002386403,0.0030640949,-0.0070221435,0.0035931859,0.0050935574,0.0035952193,-0.007868054,0.0188102716,0.0084730821,0.0028699601,0.0078531815,-0.0047897329,0.0172925709,4.74572e-05,0.0677228665,0.0073698961,0.0024640598,0.0103887514,0.0019246167,0.0003024238,0.0066665599,-0.0178851342,-0.005790406,0.0076768316,0.0168772281,-0.0087845444,-0.0164508346,-0.0126726284,-0.0087466984
b0552,-0.0074368419,0.0048144026,0.0005581041,0.0047491358,0.0098118669,-0.0047789544,-0.0026591018,0.0014133415,0.0090139177,0.0116401562,0.0092366593,-0.0161207639,0.0034557917,0.0014573086,0.0055245568,0.0064236242,0.0104555898,-0.0134347457,-0.0063126264,0.0013183786,0.0072868874,-0.0012490534,0.0030104087,1.99873e-05,0.0034078459,0.0272086958,-0.0030724661,0.0046507092,0.0017996439,-0.0026918677,-0.0033063826,0.0013255206,-0.0061642533,-0.0005939656,0.0052941762,0.00111132,-0.0040007551,-0.0114692475,-0.0013707597,-0.0106206794,1.25196e-05,-0.0013309932,-0.0035220012,-0.0013541709,-0.0004240126,-0.0020542663,0.0061999673,0.0079206335,0.0044017776,0.002339865,-0.0082641719,-0.0018777903,-0.0033963638,-0.0016529508,0.0015055688,-0.0032474643,0.0072652613,0.0035431354,0.0061506016,0.0028539235,-0.0168570371,-0.0029915812,-0.0054443798,0.0042044769,0.005105682,-0.0065818899,-0.0058789442,-0.0101200129,-0.0025295376,-0.0139775367,0.0028042675,-0.0001520575,-0.0054354002,-0.0079760677,0.0029913344,-0.0111936917,0.0051633078,-0.0086204606,0.0055734209,-0.0063591826,0.0020115945,-0.0018510659,-0.0136378482,0.0130529221,0.0043820532,-0.0089111266,0.0092865975,0.0058208748,-0.0008421958,-0.009728155,-0.0049164896,0.0057903099
b0553_1,-0.0076408355,-0.0081820555,-0.0025826419,0.018222445,0.011733072,-0.0124421082,0.0040343042,0.0018085823,0.0265443692,0.0212983593,0.0151499158,0.0326534626,0.0091629919,0.0263497167,0.0717057318,0.0194408531,0.016445811,-0.0060156264,0.0003472066,-0.0003090633,-0.0087051967,0.0417077689,0.0032314752,0.0274298158,-0.0358212441,0.1088094038,0.0057538232,-0.0101828519,-0.0053294364,-0.0264463225,-0.0016561794,-0.000450374,0.0179037438,-0.0154429745,0.0076335651,0.0120520223,-0.0159380881,0.0031032717,-0.0296032544,-0.0202160441,0.0063690236,0.0143402502,-0.0200005975,-0.0043102193,0.0089738111,0.0139511432,0.0044866513,0.0113785263,-0.0115801077,0.0071907465,-0.0046840401,-0.0042480911,0.0101651075,-0.0164895215,-0.0105350321,-0.0062672556,0.020177109,-0.0149003438,-0.0063304941,-0.0162503601,-0.0168344796,-0.013810996,-0.0067966093,0.0099449331,0.0042457917,-0.0134448026,-0.0134372233,0.0037500568,-0.0047593822,-0.0057438338,0.0219746689,0.0148043787,0.044673799,-0.0103840863,0.0022077012,-0.0078539191,-0.0083971761,-0.0092350712,0.008128736,-0.0517592723,0.0178696717,-0.0118235136,-0.014193213,0.0697245246,-0.0116870716,-0.0282320278,0.0091897425,0.0058788525,-0.0090880814,0.0158807712,-0.0014126491,0.0098304509
b0555,-0.0109607717,-0.0114401683,-0.0079010269,-0.0098364046,0.0093248242,0.0039536586,-0.018635547,-0.0166883383,-0.0161089945,0.0078542204,0.00605434,0.0144670398,0.0111682673,0.0067135698,-0.0072460507,0.0064785372,-0.0248760106,-0.0044920339,-0.0085033771,0.0246740987,0.0184097073,0.0198068798,0.0099451542,-0.0079436704,0.0059085653,0.0189364591,-0.0084446135,0.0053282387,-0.000706761,-0.0008583887,0.0130827737,-0.0077109785,-0.006343667,-0.0085560571,0.0102412726,-0.03367866,0.0116912833,-0.0065730904,0.0020143266,-0.0118886725,0.0010772106,-0.00504403,0.0034524242,-0.0034532046,-0.0157346913,-0.0105748593,0.0088515583,-0.000108779,0.02010722,-0.0020447277,-0.0028736362,0.0019727164,-0.0199418598,-0.0061088352,-0.004939419,-0.0075284014,-0.0039156096,-0.0102919941,-0.003695062,0.0008572131,-0.012095507,-0.0116739028,-0.0031652286,-0.0034894434,0.003692379,-0.0025360186,-0.00232434,0.0003786814,0.0058293118,0.0036510867,0.0077534595,0.0115118755,0.0245254821,0.0214539389,-0.008112351,0.0078885916,0.0303377691,0.014011863,-0.0010531913,0.0206273383,0.0043911454,0.0292585802,-0.0223782402,0.0324154473,0.000489535,0.0564032219,-0.0134688411,-0.0043348203,0.0044053903,-0.0061807048,-0.0255975951,-0.0025716337
b0557,-0.0112587575,0.0084476805,0.0249835,-0.0424374571,-0.007353721,-0.0352258758,0.0070467457,-0.0010579605,0.0201755617,-0.0227931105,0.0344668035,0.0281555992,0.0091860453,0.0046775152,-0.018368666,0.0173479596,-0.0129635859,0.0062703984,0.0099261417,0.0077610553,-0.0001174824,0.059734627,0.0338900427,-0.0039587941,-0.016906444,0.0097201265,0.0053657998,0.0303568513,-0.0028074824,-0.0148239828,0.003325519,-0.0032075413,0.0521045177,0.0095292385,-0.0266077427,-0.0644510285,0.0028022772,0.0180133336,0.0659468008,0.0088111404,0.0087235322,0.0098048608,-0.0071159354,-0.021904404,0.0073170246,0.0075729629,0.1456857423,0.0029673664,-0.0074666182,-0.0772548061,-0.0097228391,0.0171323406,0.0015439605,-0.0326995695,-0.0060624842,0.0032101811,0.0248887864,-0.0136996719,-0.0308726563,0.0280711635,-0.0032986689,-0.0054011665,-0.0153226919,0.0072089476,0.0013825853,0.0344009642,0.005485481,-0.0058583091,-0.0107735945,0.0083297968,0.0295896286,-0.0142540172,0.0655736502,-0.0244290991,-0.0121182403,-0.0505132418,-0.1429678084,0.0105330794,-0.0227982985,-0.0445749008,-0.0145903365,-0.0098531585,-0.0118359459,0.0121590544,-0.0003468949,-0.0276100158,-0.0144569801,0.0145230431,-0.0011487537,0.0018825333,-0.0084616883,0.0233896844
b0559,0.0035116242,0.02128488,0.0277041474,0.0481377976,-0.049348867,-0.0036228299,0.0074540396,-0.0012124634,0.0224752842,0.0112982455,-0.0146196819,0.0214283529,0.0125396314,-0.0199732024,0.032034982,-0.0462119124,-0.0239307474,-0.0309315491,-0.0261158735,0.0057974186,0.0229090411,0.0778470208,-0.0015959276,-0.0022048101,-0.0377895804,-0.015370283,-0.0125078676,-0.0205351456,0.0174385245,0.0025753084,-0.0083599799,-0.0210775578,0.0023263967,0.0041604223,0.0047335661,-0.006687159,0.0124536491,0.0088257344,-0.0145272515,0.0054070494,-0.011784191,0.0125530837,-0.0086102147,-0.0236656564,-0.0010115667,0.0035415486,-0.0267707384,0.0017024119,0.0042339148,-0.0296802839,-0.0171988826,-0.0055860782,-0.0313522128,-0.0094474112,-0.0126310928,-0.001559077,0.0132745391,0.0176689976,0.000494995,0.0081528334,-0.0212007929,-0.0045049968,0.001300694,0.023309996,-0.0083448786,0.0111489818,-0.0025177134,0.0085109645,-0.0004357921,-0.0002129416,-0.0022955854,-0.0083138539,0.0246953411,0.0024369155,-0.0156065206,0.0067359436,-0.0015359046,0.0089526664,-0.0039305555,-0.0227008614,-0.0248839788,-0.0316425894,-0.0187466392,0.0211927558,0.0276136898,-0.0001413659,0.0032245231,0.0026857766,0.033303171,-0.0255522202,0.019085104,-0.004283809
b0562_2,0.0162980066,-0.0037178418,0.0141241552,-0.0043868858,-0.0104663927,0.0166285664,-0.0078013548,0.0092180424,0.0043465217,0.0345636258,-0.0249413904,-0.006665745,-0.0007797849,-0.0062478048,-0.0047128559,0.0003837411,-0.0042596983,-0.0179189761,0.0085268431,0.010762024,0.0111518719,0.0544289229,0.0008707548,-0.0152928609,-0.00475035,0.0083005958,-0.0034663308,-0.02491565,0.0014637283,-0.0189782733,-0.0274304302,-0.0146116951,-0.0117492556,-0.0002761631,0.0043140977,-0.0041927541,-0.0018714962,-0.0010776075,-0.0276763338,-0.0168152183,0.0044496719,-0.0049159339,-0.0154456719,-0.0021342874,0.0029453923,-0.0038123525,-0.0087240681,-0.0025104907,0.0037794915,-0.0001219994,-0.0029525519,0.0002150904,-0.0182256316,0.0034938334,0.004417714,0.0113533778,0.0160664528,0.0069940444,-0.0130382214,0.0040262157,-0.0137934147,-0.0214721377,0.0084746451,-0.0012997387,0.0142319413,0.0087104546,0.0013510334,0.0072461966,0.003995586,0.0028914572,0.0272098407,-0.0207502682,0.0112190897,-0.0200565917,0.0076373331,0.0015021869,-0.0187167235,0.0121854715,-0.0045135514,-0.0126539376,-0.0057332437,-0.0055094435,0.0005803657,-0.0681450741,0.014864921,-0.0046029499,0.0141115142,0.0323744428,0.0043298483,-0.0207786409,-0.0029502473,0.0261347962
b0564,0.0154669062,-0.0005889599,-0.0051196773,0.0155166553,-0.0043315337,-0.0145211546,-0.0321824602,0.0207401962,-0.0095748738,-0.0060860833,0.0022123054,-0.0263339092,0.0136789865,-0.0379429119,-0.0007475164,-0.004230476,-0.0181095042,-0.0037633573,0.0140689448,-0.0016051265,-0.018496689,0.0099147308,0.0034533197,0.031157194,0.0059803686,-0.005735273,0.0030895901,-0.0263558567,-0.0225139518,5.107e-05,-0.0003793628,0.0053503654,-0.0164895074,-0.0103258831,0.0299094087,0.0017731327,0.0048444906,-0.0054507953,-0.0546644614,0.0098683861,0.0029902161,-0.0038862223,0.0033562471,0.0033395436,0.0088967582,-0.0114529636,-0.0053065339,-0.0072063667,0.0002134404,0.0158944787,-0.0117136479,0.0031883878,0.0006579175,-0.0137803979,-0.007680164,-0.0156317679,0.012565317,-0.0093802746,-0.0041873532,-0.026025214,0.0238697297,-0.0181521003,0.004021018,-0.004375622,-0.00521523,-0.0051950478,-0.0038882032,0.0089808078,-0.0091689577,-0.0025206809,0.0024839842,0.0296547509,0.0330086831,0.0079388631,0.0053576961,-0.0097186946,-0.0009519437,0.1496390624,0.0030203291,0.0129673602,-0.0121780539,0.0066540876,0.0195293966,-0.020071901,-0.0276810276,-0.0724580493,0.002394483,0.0037424343,-0.0050839832,-0.0227729128,0.009447241,-0.0074517162
b0565,-0.0151534544,0.0059759763,0.0069177532,0.0112720694,0.0098259431,0.004676559,0.0023787108,-0.0074631517,0.0129083073,-0.005861459,0.0141660465,0.0214518234,0.012629878,0.0166434728,-0.0196343442,0.0108227958,-0.008854444,0.003655319,0.0203956923,-0.0033109433,-0.0077556254,0.0679296017,0.0077141706,0.0021562953,-0.0011013155,-0.0032303352,0.0150776567,-0.0215949974,-0.0208292817,0.000816801,0.0158626945,-0.005712721,0.0085449216,-0.0073114075,0.012384938,0.0164466983,-0.012935139,-0.0063819066,0.0047219936,0.0039053103,0.0019918061,-0.000669258,6.39753e-05,-0.0294802596,-0.0068784275,0.0085019879,0.0075292725,-0.0355394058,-0.0134198463,-0.0136118181,-0.0015965794,0.0084175446,-0.0151909761,-0.0073824369,-0.009556992,-8.11576e-05,0.0054040182,-0.0142278955,0.0014812,-0.0027271883,-0.0033087635,-0.0230624627,0.0057771188,-0.008654581,0.006269515,0.0046816247,-0.0026029548,0.0139102396,-0.002571475,0.0096810565,-0.0130777979,0.0206288827,-0.0065503228,-0.0125751406,0.0124653877,-0.0106152536,-0.0065284623,0.0232604379,-0.000908776,-0.0129817636,0.0102492412,0.0028209209,-0.0113534176,0.0013287079,0.0105310171,-0.0098864699,-0.0002315307,0.0102167893,0.0015134099,0.0068244282,-0.0049177215,0.008501058
b0566,-0.0045166779,0.0094416409,0.0093342421,-0.000520649,-0.0249745879,-0.0005993188,-3.91558e-05,-0.0078354715,-0.0092598336,-0.0117960159,-0.0032021309,0.0101902368,-0.0170131363,0.011150025,0.0092045743,-0.0068082115,0.0112223774,-0.0027679154,0.0105341357,-0.003326824,0.0030286281,-0.0206074674,0.0121646288,0.0017690672,0.0114829902,-0.014234752,-0.0061378142,-0.0217155682,0.0095097877,-0.0050687976,0.0063968936,0.0036794035,-0.0124348773,0.0099664448,-0.0154967443,-0.0050393892,0.0290558138,-0.010861075,-0.0105520047,-0.0080850895,0.0240110417,0.0045548956,-0.0042647116,0.0067769649,-0.0025743508,-0.0151842165,0.0146701268,-0.008224923,0.0080851034,-0.0148082421,-0.0061003735,-0.0059218493,-0.002669998,-0.0027504437,-0.0029086565,-0.0084523272,0.0075617123,-0.0023859897,0.0074652367,0.0048230111,-0.0100370314,0.009616647,-0.0168402485,-0.0008167793,-0.0064411228,-0.0108299389,0.0161340675,-0.0031178079,-0.0129346329,0.0061201072,-0.0019029074,-0.0056816188,0.0239729325,-0.0108835835,-0.0070399239,-0.0001861859,0.003131774,0.0053862546,0.0059142657,-0.0053739201,-0.0105437179,-0.00530729,0.0021767357,-0.0004293869,-0.0022889402,-0.0084734763,0.0006339959,0.0039368371,-0.0179968563,0.0006581683,-0.0364394416,0.0147632485
b0567,0.0043666217,0.0031783237,0.0204504903,0.0014323902,-0.0028294316,-0.0061950964,-0.0025893868,0.0098412607,-0.0031526347,-0.0082773196,0.0115694446,0.0011446695,-0.0083605321,-0.0124296551,-0.0119665391,-0.0087251113,0.0013849597,-0.0063644587,0.0030981113,0.0062075112,0.0059248668,-0.0040336852,0.0001312714,-0.0038394688,-0.0053890448,-0.0134169332,-0.0064449664,-0.0236366817,-0.0059557253,0.0072829537,0.008602926,-0.0039082786,-0.0080626186,0.0028404715,0.0029554574,-0.0019395568,-0.0007800598,0.01153322,0.0043532403,0.0067129525,-0.0144033807,-0.0066119311,-0.0040989007,-0.0111216459,0.0234730138,-0.0022891386,0.0043976237,0.0024556782,-0.0099812854,-0.0096077401,0.0002010113,-0.0008705446,-0.0053855709,-0.0002336949,0.0070703683,-0.0047886651,-0.0070300543,0.0144789556,0.000468747,-0.008030836,0.0010685827,0.0049898612,-0.0046159719,-0.0024163338,0.0035495648,-0.0087755186,-0.0003061096,-0.0059207331,-0.0048627697,-0.0043936686,-0.003418381,-0.0048791965,0.0168277203,-0.0096694002,0.0018408234,0.0006031746,0.0136476478,0.0158478015,-0.0006770144,0.0099387867,0.0202009887,-0.0081339127,-0.004021873,0.0120112032,-0.0122195051,-0.0214759662,0.0083566099,-0.0158479393,-0.0044726034,-0.0073198642,0.0275408163,-0.0104050669
b0568,-0.0021623428,-0.0002371306,0.0016946524,0.0131599471,0.0037499154,-0.0018718279,0.0016968253,-0.002590277,-0.0028356831,0.0013662521,0.0029222161,0.005016124,0.0052530856,0.0035421384,-0.0096009582,0.0038637351,-9.29203e-05,0.0028798155,0.0053264861,0.0045419038,0.0055034514,-0.0002309451,-0.0008496597,-0.0057483662,-0.0007373169,-0.0142890933,0.0087656911,0.0050060415,-0.001776179,-0.0046167728,0.0068425667,-0.0015569933,0.0041982385,0.0023299741,-0.0066598162,-0.0061679497,-0.0063310181,-0.0084473223,-0.0020511134,0.0055168904,-0.0046967451,-0.0030570013,0.0027333146,-0.0023927969,0.0211714342,0.004407096,-0.000873484,-0.0021628705,0.0026123779,-0.0153161536,9.84417e-05,-0.0059779027,-0.0084598045,0.0029334835,0.0082924824,-0.0012532526,-0.0023689424,0.0030152335,-0.0016644282,-0.0021101811,-0.0072799529,-0.0049307112,-0.0062942018,0.006933751,-0.008187998,-0.0038546644,-0.0012763567,-0.0055482127,-0.0027060567,-0.005505821,0.0043588333,0.0101746391,0.0026888814,6.35366e-05,0.0024862177,0.0002488875,0.0062522606,-0.0063488464,-0.0013816749,0.0043100895,0.027037206,0.0102963856,-0.0069151542,0.003637676,0.0018081501,-0.0217879905,-0.0074125324,-0.0032020666,-0.0055174304,-0.0033249435,0.0007749502,0.000897518
b0569,-0.00285816,-0.0059444988,0.013442635,-0.0032218799,0.0074198129,-0.0007678602,0.0157447005,0.0016671816,-0.0018032842,-0.0080330348,-0.011480266,0.0069279209,-0.0028007126,-0.003683073,0.001357233,-0.0037175648,0.0044834307,-0.0004140085,-0.0052783375,0.0160734692,0.0181185808,-0.0016141041,0.0084351311,0.000879799,0.0168716157,-0.0127105874,0.0021669332,-0.0041160398,0.0071106484,-0.0078968203,0.0012461939,0.0046729937,-0.005211797,-0.0039473145,-0.0148795618,0.0084817784,-0.0058807812,-0.0034204368,-0.0147805035,0.0023805452,0.0007313288,-0.0046916365,0.0006747235,-0.0060066446,0.0180680633,0.0073706791,0.0032599793,0.003140907,0.0049590593,-0.0199720179,-0.0019464844,-0.0016270324,-0.0025939627,0.0045496516,0.002951829,0.0087393503,-0.0071493636,-0.0020397437,0.0013519649,0.0012247653,0.0016399872,-0.0103613164,0.0285216612,0.0042160547,-0.0086045721,-0.0009071308,0.0019700436,-0.0003127874,-0.0028392629,-0.0167134132,-0.0050925001,5.66569e-05,0.0003828576,0.0064965801,-0.0050408703,-0.0045053196,0.0089709733,0.0109467222,-0.0085612773,0.0073115704,0.0259061239,0.0076961755,-0.005734265,-0.0056788372,-0.0111939109,-0.0067326613,0.0004778009,-0.0031266039,-0.0012823974,-0.0158928518,-0.002082659,-0.007464206
b0570,0.0043616074,-0.0099778352,0.0152185272,-0.0109623559,-0.0049213972,0.006783059,-0.0152684891,-0.001923126,-0.0167728246,0.0050796367,-0.013741798,-0.0138666484,0.0096760581,-0.022102631,-0.003270091,-0.0009365083,-0.0039488704,0.0091474603,-0.0028653213,0.0249330903,-0.0104354334,-0.0007775497,0.0008525124,0.0119012555,0.0035833504,-0.0082529207,0.0081866391,-0.0001946665,0.0132207775,-0.012333031,-0.0020384687,-0.0086823473,0.0079827821,0.0005273244,0.0099224152,-0.0068253386,0.0121587093,0.0100399967,-0.0046272617,0.0122876312,-0.0072647982,0.0036034854,-0.010130572,0.0109903386,-0.0090631853,0.0541434597,0.00802015,0.0109265086,0.0093504409,0.0099959452,-0.0023534187,-0.0039774509,0.0264842333,-0.0018123853,-0.0087229517,-0.0013079677,-0.0102055368,-0.0007645885,0.0018911438,0.0023939951,-0.0081488319,-0.0016677619,0.1473954687,0.0053811313,-0.0001463732,-0.0061597255,-0.0044944184,0.0142196179,0.0013230421,0.0023151166,0.0011174404,-0.0109149302,-0.0137823745,0.008361833,-0.0125754087,-0.0015367729,-0.0076892819,-0.000200938,0.0021136931,0.0003915476,-0.0068769454,0.0112662904,0.0103566801,0.020016695,-0.0093790909,-0.0114686998,-0.0009056383,0.0009166491,-0.0087681673,0.0010299269,0.0014865428,0.0085943293
